image_id,category_id,x,y
2946049,0,634.035578713684,540.7046435553821
2946049,1,660.0582688871522,373.1029753436573
2946049,2,538.681747768024,377.6496696423553
2946053,2,583.16839134437,336.78969520976386
2946053,1,617.1833177445865,509.9739088426897
2946053,0,632.4641488651816,629.6023447177757
2946080,2,719.0797240962321,538.3329560589968
2946080,1,626.5338992489816,564.402202494842
2946080,0,639.1340350263066,668.679188238223
2946088,2,764.2233016793105,330.53543598827684
2946088,1,657.22735365043,241.28515738857652
2946088,0,684.3677892479997,372.2899522922301
2946092,2,902.0137457725837,449.0142740093515
2946092,1,760.0480975962862,478.24249569270694
2946092,0,737.6049988037096,702.1515510884118
2946095,2,748.5653580653279,259.03082681775675
2946095,1,582.5911557571134,367.0706377542359
2946095,0,562.235829058936,559.6633442062207
2946100,0,551.0691995024758,440.3174596973057
2946100,2,467.6387420660835,262.7466206643892
2946100,1,532.650727213708,224.7251941630609
2946101,2,565.1859487423634,220.65604901397165
2946101,1,604.5176653045968,466.1264038199155
2946101,0,599.9949316228033,491.6284218482869
2946115,2,647.093933392817,268.45523855121036
2946115,0,686.9973087274121,573.4943744423408
2946115,1,733.1078757807229,325.20670569374624
2946121,2,642.0328618745394,285.3325043600504
2946121,0,662.0404168203386,527.0044286816216
2946124,2,714.2567756011723,380.8835037430001
2946124,1,786.5049228519702,374.28410477251305
2946124,0,687.3107288476705,546.010498462468
2946125,2,445.18056196315,226.63861722339902
2946125,1,494.7271787131399,206.43336107319936
2946125,0,501.57339474649876,450.1586518607749
2946130,0,556.9690566037735,498.9423899371069
2946130,1,538.5177358490566,412.83622641509436
2946130,2,469.83781970649903,272.40117400419285
2946141,2,716.714855983664,91.53148290250815
2946141,1,627.901460667908,199.15413257907375
2946141,0,601.0553655113172,306.9486368030256
2946146,2,816.9094452051293,383.70956675228786
2946146,1,720.341841222646,459.045614951817
2946146,0,695.1009284287369,714.382970003254
2946150,2,637.7939551885845,348.80208489317
2946150,1,555.0672747605078,508.74033372078486
2946150,0,556.1702971662155,624.5576863200921
2946152,0,715.0055235881227,401.747160367139
2946152,2,715.0055235881226,141.43387262012453
2946162,2,753.6110735136209,509.8436245183762
2946162,1,666.4724831488048,555.0674498975844
2946162,0,646.6181207872012,699.563087084811
2946163,2,506.8658920664184,429.3008030964187
2946163,1,409.62010888015004,403.83166940477696
2946163,0,402.6739815097023,592.5347963019404
2946166,2,636.5212442015995,311.42817572118355
2946166,1,695.6600927744103,309.10900518891646
2946166,0,689.8621664437425,470.2913571814793
4145972,2,768.7136987726993,324.41935921849813
4145972,0,662.3119169442772,492.3672697515959
4145987,0,616.8115594583168,532.4344355083456
4145987,2,530.9033215189065,267.47674292529973
4145987,1,621.6727311123205,317.15080156019485
4145989,2,664.652492155699,344.218302381249
4145989,0,661.1494385496145,642.2647282474194
4145989,1,706.8036465221473,354.80114401958014
4145995,0,573.353989627086,606.8462503928172
4145995,2,676.451104230415,327.53461101707705
4146008,0,604.458723797447,634.3368314687068
4146008,2,550.5609823565263,351.37368890387313
4146013,2,471.5860634779013,343.62566599486865
4146013,0,575.3245569807733,573.0630139129354
4146019,0,571.0239727177467,594.2399347017557
4146019,2,540.0120860739491,406.30042889657335
4146045,0,611.2700703736255,602.7699082711786
4146045,2,579.8156685831054,347.1063703844933
4146045,1,686.2975815198146,289.09875493227116
4146047,1,606.8708966677638,412.1466107933799
4146047,0,616.2118071181162,480.89571170797484
4146047,2,720.8300041620649,371.0466048118287
4146048,2,672.4683874517393,471.4509424476129
4146048,0,581.7203260503877,733.699633810466
4146048,1,591.7717112646018,483.5838848042569
4146056,1,713.1125308167404,349.6815655549918
4146056,0,655.6568000382258,503.7850576200289
4146056,2,798.1217631009221,315.6476112014999
4146060,0,478.9913130807024,684.1730540603156
4146060,2,386.0940533165964,312.2204169404343
4146060,1,461.0710003513256,370.5552461682717
4146062,1,700.1127529666353,64.76820617517014
4146062,0,665.2176286586609,388.156683570847
4146062,2,778.1407370807494,101.12060502011956
4146064,2,451.6335438247138,356.1855304509852
4146064,0,561.8893962919286,517.1886959678922
4146064,1,540.3628554114255,295.7728469112884
4146074,1,704.2704611145427,99.59921461990567
4146074,0,735.3887600064264,395.52813545448686
4146074,2,820.8115412782644,152.07320882974892
4146075,0,648.1139943689859,496.5022529730522
4146075,2,525.060016445687,183.37725385410255
4146075,1,638.0823168361919,188.67263275045642
4146095,0,659.8097537094233,506.80042556659646
4146095,2,582.1167934729121,379.72223421813965
4146095,1,653.8253839235363,437.9335623190953
4146103,0,695.8046428024353,482.8585189196806
4146103,2,686.7010048732462,275.86371190359336
4146103,1,583.927621007087,229.04949885097727
4146112,1,438.2390976803531,415.05287874601794
4146112,2,590.1699290912949,274.1049990033371
4146112,0,500.47582380049784,512.0689518156554
4146134,2,809.8814512825157,324.50585606788536
4146134,1,732.8236452229437,257.19099100435113
4146134,0,686.7661059689465,534.4219484370645
4146139,1,537.6960376344588,271.6651026103219
4146139,2,611.5257271622617,269.83461444021117
4146139,0,540.1366885279399,534.6452363829087
4146142,1,487.6626943180967,128.88702534167865
4146142,0,422.98544564084807,438.8496888137761
4146142,2,557.8314075056778,140.4801170857138
4146153,0,571.508148169622,704.5044002706334
4146153,1,587.4762116610302,500.41839641786925
4146153,2,659.3380098301373,471.5737997092495
4146175,0,472.51057443071267,745.084447243006
4146175,2,390.126023847623,432.6947102173025
4146175,1,497.95164020123775,461.07236388874384
4146204,2,445.7624543524206,259.51675756816053
4146204,1,503.0277115279263,277.3748833561951
4146204,0,519.7765494619752,539.418872086159
4146225,0,632.7738494887624,675.2661745309156
4146225,2,604.5288413479469,361.4889289029958
4146225,1,646.5577577905214,612.8486716071933
4146226,2,766.6664487125837,293.4647277983478
4146226,1,652.6864565897007,341.03898538007286
4146226,0,651.6953262234148,527.3714942418294
4146235,0,683.6676488484488,693.9268555666224
4146235,1,756.9342808113224,501.44630813520746
4146235,2,835.6402061801887,352.5367639642996
4146262,0,630.1152769644766,626.214194387659
4146262,2,707.519650818881,367.37853230601394
4146262,1,624.3132076393179,585.1264027745041
4146297,0,740.5004845541602,512.3577851338101
4146297,2,696.2233148065741,147.6350688123463
4146297,1,808.9614588683125,102.02464350680404
4146302,2,765.1897879432446,402.2257996687788
4146302,0,666.1158907236559,558.5412539968332
4146302,1,636.7026790636645,511.0214665065024
4146304,2,879.9973254451806,344.8846294147544
4146304,1,736.609085453167,535.8655618296492
4146304,0,754.913967154275,602.3732986770085
4146305,0,561.1684022295104,654.8754964743108
4146305,2,522.6920100079261,351.1726240122819
4146305,1,586.3612668618626,411.6138312713937
4146306,2,870.1100665725625,342.2209082845775
4146306,0,719.5376525795764,617.679853883511
4146306,1,756.3521759543554,400.29271363483707
4146311,2,577.822439409707,493.67904235987544
4146311,1,625.651323854538,595.5368518257192
4146311,0,635.3942447599665,668.165898575277
4146313,0,590.6996107429538,543.0599710870467
4146313,1,548.0701690337801,511.8062265694644
4146313,2,647.1867960475143,339.16245386926937
4146335,0,622.0035978502741,580.2562773033367
4146335,2,510.25401289379147,353.8627241568497
4146335,1,600.0345314723987,348.60216705974176
4146336,0,638.9101142077498,466.01205753308875
4146336,1,619.6210143571508,282.39466472450124
4146336,2,698.2611906711317,187.80388661098664
4146350,0,523.3593644065668,620.4235436967695
4146350,1,545.0653145467979,455.5326214805117
4146350,2,635.0651882416021,472.08158928923206
4146353,0,528.4012485328337,634.4136010751952
4146353,1,537.2669880703212,399.3682198067177
4146353,2,593.7835190801409,402.04355855274457
4146359,1,612.3433318210235,166.59486401648334
4146359,2,499.35133154036544,230.45990765337703
4146359,0,642.3653608811018,547.6017055425672
4146367,0,585.7585190148309,466.4277466966505
4146367,2,493.1605787212636,232.91117258389207
4146367,1,600.5625679585656,227.11957551884993
4146368,0,701.7084964026647,636.8954542575536
4146368,1,716.3690741491899,435.7474579169202
4146368,2,811.0226826375014,420.10068402630776
4146396,2,443.821988108245,118.9215747276773
4146396,1,548.4008088303294,123.3717373115958
4146396,0,539.5004836624923,378.69981556391855
4146409,1,523.0521322735724,379.05374192348955
4146409,2,634.1017479269617,403.4602508583004
4146409,0,469.3578126169886,696.3383580760302
4146410,0,600.6170125240374,500.87991303269257
4146410,2,473.91518968263773,235.12004256039654
4146410,1,566.2692055088811,445.49352679709494
4146417,0,733.5982931805122,545.5297020337608
4146417,2,705.944076634491,332.04180229049064
4146417,1,823.839000261427,298.0018392740154
4146420,1,688.2023878485562,429.6477943214592
4146420,2,739.3420023305802,314.67183348601276
4146420,0,697.8848975309356,489.67446778546105
4146428,1,693.5368513123226,230.64295955390452
4146428,0,712.3933707015943,480.34205967550963
4146428,2,794.6585781059993,317.74729680562723
4146432,0,588.3372990685981,566.8736215552277
4146432,2,432.2871387678176,313.51746622872673
4146432,1,583.4598963301888,331.70383807985286
4146434,0,598.1260803096134,564.7465974224757
4146434,1,585.5639065931667,372.36587993631974
4146434,2,494.7573365857088,346.5236940053436
4146438,2,650.0645919024146,307.2241022525085
4146438,0,502.33811815312595,482.9999064605227
4146438,1,496.72825206138083,439.9909330904767
4146451,1,775.3812003573997,341.52950415638986
4146451,2,847.4931777339409,305.6603340623591
4146451,0,728.0017489254886,571.7425916129271
4146456,2,500.78660049991834,243.24472125478775
4146456,0,466.22170903843494,617.679853883511
4146456,1,429.02146558134433,398.52127347021377
4146467,2,553.3217811595918,539.2104456056109
4146467,0,593.5092021298676,773.5404062594569
4146474,0,600.0137626142307,554.0590625027485
4146474,2,706.2351145447718,312.85833259216906
4146476,2,657.2559204075418,333.3941793657757
4146476,0,676.0599959995332,634.1562693851517
4146486,2,611.4481575186365,286.03922357909846
4146486,0,710.3720883482454,505.3574256611355
4146489,2,831.7098214331052,255.5293639821307
4146489,0,690.3453843110083,479.8061785006475
4146498,0,665.4807111392462,433.24848476551335
4146498,2,781.528713740182,257.5483610445495
4146504,2,535.4989075079246,340.2576175157011
4146504,0,577.6241170306728,474.0839634144998
4146505,0,569.0029060173568,683.3898727139249
4146505,2,450.459590064966,363.1765597312494
4146511,0,600.6791184959923,611.7036700631475
4146511,1,597.6167451293638,445.72303359188146
4146511,2,653.351940402003,312.2035548068778
4146518,2,738.6498867455572,161.8569290851941
4146518,0,655.6079253571506,416.98662792208756
4146518,1,660.6102141601544,209.13096151673614
