image_id,category_id,x,y
4425986,2,642.387730278509,243.33868211143073
4425986,2,507.37711894497454,241.7797753558736
4425986,1,529.4116157647923,508.91244955863493
4425986,0,577.6930156247181,451.6592709650249
4425987,2,764.4131866700501,303.58236594166243
4425987,2,605.1732409912231,301.7590077850346
4425987,1,642.7272393679469,466.03929379936653
4425987,0,693.4839472526941,434.36287217878373
4425988,2,824.6793142589127,350.50891290279947
4425988,2,669.2305508664406,332.1022929983267
4425988,1,685.3981083017001,504.4032437675318
4425988,0,748.2145128845275,438.23575380423284
4425991,2,747.1818477148026,427.9714800283539
4425991,2,606.1035127924534,390.8105571951661
4425991,0,622.5807889247493,639.5144438170064
4425996,2,753.7853475269951,195.35552098014819
4425996,2,624.9062166675722,198.52581906958278
4425996,1,661.3697598214567,345.9287965512368
4425996,0,706.3459276849422,345.3210104990275
4426011,2,748.6135207364683,349.25788312858606
4426011,2,574.1231270280742,366.1025406032684
4426011,1,675.005247542555,486.30251398222435
4426011,0,693.0352435493984,482.86822902853993
4426030,1,718.597045458287,185.84078643161328
4426030,2,651.1175368385523,317.94120078372237
4426030,2,783.3597288088968,299.61538986697394
4426030,0,664.4989392637303,539.7358292183993
4426044,2,861.3125319933862,277.7238323676491
4426044,2,697.0861318161735,268.78843723605587
4426044,1,751.9309708997454,393.5758520048574
4426044,0,754.446469154226,415.05608847182805
4426046,2,866.4397277501349,232.19545422965618
4426046,2,674.4353462172501,212.2111289820033
4426046,1,736.5792735708081,389.6577934464502
4426046,0,751.9994616439081,390.2430450420263
4426050,2,501.89227171186803,264.0695036911679
4426050,2,622.3416961015113,222.13226608872876
4426050,0,602.2847563786057,408.11479806476325
4426050,1,595.5991098043038,360.70748599244075
4426057,2,542.8514796406505,110.715594346252
4426057,2,412.7852644678681,90.65865462334631
4426057,0,504.90647905520854,404.1772093238898
4426057,1,518.7942548457634,126.54077991648265
4426085,1,657.043594217666,456.6478969301199
4426085,2,754.0086930017399,497.2949266551132
4426085,2,599.0347838966293,531.3557358020447
4426085,0,661.977545873666,647.9984644992405
4426097,1,595.863812427136,453.4041159863196
4426097,0,624.79676044444,461.10021728082063
4426097,2,715.0745276041798,380.1375554910963
4426097,2,552.4198113158272,361.3891925544326
4426104,0,419.6397038503536,675.2363025319585
4426104,2,541.8744970076784,515.3534368335302
4426104,2,368.1240326820747,478.5319572367815
4426104,1,398.17699162930893,481.67181861932835
4426118,2,679.9454141913421,362.2101735616231
4426118,2,461.8538228957901,374.8432478257955
4426118,1,573.2523785620249,484.6511710314054
4426118,0,594.918104452568,592.7658788677589
4426119,0,798.6954779425045,416.9474283593821
4426119,1,772.9822945776132,344.5414469563091
4426119,2,883.1378309739368,290.40223274410715
4426119,2,696.6078640863456,333.6743370840661
4426126,2,773.9129765784821,160.30501819326662
4426126,2,564.310623267175,210.69416986048802
4426126,1,621.2173636731483,387.7211833355976
4426126,0,628.817284380341,453.0283403749145
4426130,1,622.2965625943331,128.74298312832337
4426130,2,489.44852377769786,74.16200594009337
4426130,2,696.4443051896645,106.08672844641657
4426130,0,513.9304930348186,456.2731902816325
4426136,2,666.2094096544473,250.62463935860077
4426136,2,506.98376421000467,240.59124252237575
4426136,1,541.8574575486211,318.4737181269732
4426136,0,544.5797579666867,392.44304775838975
4426143,2,832.9427595338511,256.4389950235635
4426143,2,595.8014571368112,243.66405516797494
4426143,1,710.6084008264171,296.60775773169235
4426143,0,687.3284933346451,412.0986990970927
4426144,2,553.3532562093774,372.70370854743896
4426144,2,776.5881985939379,422.204264255378
4426144,1,633.8302983685871,427.1210755684749
4426144,0,635.3086061297822,544.276965643188
4426145,2,675.6358552887189,311.69305590021247
4426145,2,823.8362083485295,300.2361707509503
4426145,1,730.314523033301,339.08576130886763
4426145,0,728.2262255644757,441.9589928003005
4426148,2,711.640650570899,344.23908805213495
4426148,2,545.968911576631,306.0937929646498
4426148,1,624.6887998602707,420.66264445727097
4426148,0,646.9324116822291,491.61962635038344
4426149,2,929.8120170204171,287.0969096857574
4426149,2,741.9420771434794,276.7134165566472
4426149,1,822.2092518332806,423.2882572945453
4426149,0,820.6780095048202,528.7709030452676
4426156,2,824.4343315330116,438.3089146353817
4426156,2,640.1527472253006,417.38551253918865
4426156,1,744.8953930211353,495.21511740137163
4426156,0,718.4473606012992,613.1810037784769
4426157,2,431.2986629320944,440.95941284876625
4426157,2,591.673520023917,418.8517878730015
4426157,1,501.81723583000723,405.06336031496915
4426157,0,511.44477355423976,679.1948291997007
4426159,1,846.9491572287743,287.46588308313324
4426159,2,728.3054344562989,388.3712182585387
4426159,2,917.0961911690968,443.52986554292147
4426159,0,745.9856023730272,480.9369210758533
4426162,1,485.68672545123326,273.2560382282559
4426162,2,554.9683839486828,290.8528167926112
4426162,2,387.5863209872931,321.2885269205688
4426162,0,492.8570899560046,485.0369121044233
4426165,1,594.9769503230365,461.9444125996433
4426165,2,513.7427305467826,368.1421534430748
4426165,2,718.7427528499362,352.1084863177483
4426165,0,616.1116359385992,469.9890614651979
4426174,2,577.3824908564827,307.80880742506974
4426174,2,710.0467051435955,304.624866282179
4426174,1,627.2642354284371,376.76354199721993
4426174,0,635.7547451428125,502.02921714140274
4426179,2,905.7957804512841,263.8907158497511
4426179,2,783.6972112938917,237.4360258656493
4426179,1,843.1185149504894,267.9606681549974
4426179,0,828.8736818821269,405.11806084180193
4426186,2,448.0661380823582,350.0079180711658
4426186,2,623.269687581029,345.82533996642303
4426186,1,492.680304532948,376.49757940120355
4426186,0,492.68030453294796,497.79234443874475
4426189,2,592.9513513513514,378.4648648648649
4426189,2,720.9513513513514,396.26216216216216
4426189,1,682.2054054054054,319.6540540540541
4426189,0,587.4162162162164,593.6432432432433
4426191,2,569.427027027027,510.61621621621623
4426191,2,702.2702702702703,516.8432432432433
4426191,1,613.0162162162162,548.6702702702703
4426191,0,591.5675675675674,710.572972972973
4426197,2,635.1160572337043,379.52305246422907
4426197,2,788.1462639109699,339.2305246422895
4426197,1,692.9793226600756,435.9831346686567
4426197,0,703.668133372196,557.7426306067249
4426200,2,765.1898606131076,330.0232935276704
4426200,2,609.7525591425382,306.21683685362444
4426200,1,651.0702702702703,386.76756756756754
4426200,0,643.4594594594595,509.2324324324324
4426201,0,585.4650822041916,480.3429652249563
4426201,2,657.3130743035199,290.6252665858275
4426201,2,476.0630368482656,331.68972819678356
4426201,1,551.2934926701938,255.3657196394936
4426208,2,583.0795151793233,369.45201659308015
4426208,2,738.3810848752436,375.0737928716655
4426208,1,653.3517186616402,413.0207827521166
4426208,0,642.1081661044694,517.0236439059455
4426210,2,555.8308426248458,201.58491462434353
4426210,2,698.4281886543805,172.78675353694564
4426210,1,628.6940436551978,305.8461791425165
4426210,0,617.3300060603923,502.2797868168826
4426213,2,697.2863290391316,354.38673093347245
4426213,2,551.6153780539113,408.3995554560822
4426213,1,635.9081193543478,486.1452877234752
4426213,0,651.4572658078264,608.0833309639124
4426215,2,542.9615024852786,191.5960920154845
4426215,2,730.7400744665766,205.31507444334184
4426215,1,643.1386400878223,138.86379931102755
4426215,0,570.547651458972,448.7916824117376
4426217,0,524.7535862890004,573.2414066917989
4426217,1,481.18482012996395,495.94198286125044
4426217,2,635.783667791061,462.9140472245615
4426217,2,382.10101321989714,467.83310146832366
4426229,2,660.578473641786,249.86643720780546
4426229,2,467.6552832500415,252.4387464130287
4426229,1,584.4849592489696,437.61605397092745
4426229,0,641.4054440696461,523.348142219354
4426236,2,570.4072643356385,315.6206932622841
4426236,2,383.4431186101378,347.4836635366262
4426236,1,471.95870032955105,364.0803351090161
4426236,0,489.246899884124,471.958700329551
4426254,0,585.1544418723101,531.1526615619692
4426254,2,582.6231084202628,273.80042727050113
4426254,2,764.8791169676632,277.1755385398975
4426256,2,577.7624816035375,390.3583984319673
4426256,2,728.515581719413,381.3685346635894
4426256,1,617.8711045701466,506.5350994386972
4426256,0,631.010136231622,622.0202724632442
4426261,2,764.475036792925,173.91014000871425
4426261,2,612.3388807126836,195.34750745638465
4426261,0,771.390316614754,416.6364617549178
4426261,1,725.7494697906817,383.4431186101379
4426271,0,667.4024280906622,657.7662868894928
4426271,2,570.732751215271,494.87407546166844
4426271,2,747.3261766884264,495.63525401974243
4426271,1,638.4776428838521,505.53057527470366
4426273,2,382.1010132198972,448.1568844932751
4426273,2,543.727081229226,410.2098946128239
4426273,1,443.03396966776563,570.3131880988293
4426273,0,439.0025012106731,623.87412617163
4426285,2,531.750778938373,295.41609211796185
4426285,2,668.9042422730001,307.88458878474614
4426285,0,534.0177783323337,450.1388007557849
4426285,1,541.9522762111965,409.33281166449103
4426295,1,826.2213392281395,415.8316708914095
4426295,0,835.0285062167786,589.6570700358895
4426295,2,714.4885356912556,337.12680299121473
4426295,2,890.8717664318708,318.1533080509892
4426328,2,351.8050027306424,314.09484611026994
4426328,2,615.6422861416338,275.654650736372
4426328,1,497.6596096401722,460.6210403483407
4426328,0,518.9726092662427,562.6189671302494
4426329,2,963.0934006327007,403.8711332274384
4426329,2,800.1068901531029,381.41009468078
4426329,1,738.4830151661173,515.6004018954308
4426329,0,719.4775210112525,668.2202791996476
4426342,2,821.663484499151,92.81729628663412
4426342,2,994.6379370557114,159.47574385721106
4426342,0,789.5999274398861,361.98242002098925
4426342,1,832.2012578616352,232.98557158712538
4426349,2,391.3434434950848,321.8910949540567
4426349,2,633.1405087860713,327.8931497662443
4426349,1,506.482813383598,448.8596065280982
4426349,0,523.348142219354,521.2399761148846
4426361,1,658.8811357475469,459.3218539182447
4426361,2,568.9655262900172,325.1990497645703
4426361,2,740.9595467949252,321.9370942032704
4426361,0,682.9723031524798,481.6050478074648
4426374,0,593.7437300737599,477.38219872177
4426374,2,543.1473292914138,240.45017009061343
4426374,2,724.6098310588278,237.0501605794483
4426374,1,569.227130259861,389.28061597881083
4426388,0,781.7409412170045,495.91945486517653
4426388,2,803.2387046958601,249.54792303716795
4426388,2,935.6509623981799,251.4909348579804
4426388,1,806.3532679529844,420.75771124136
4426395,0,724.6205307781569,487.33373211195357
4426395,2,672.8542917936591,289.2610336501425
4426395,2,840.7907760109738,295.3368832962103
4426395,1,728.4043744826662,398.5436730969505
4426397,0,596.7164881094174,431.39067785702116
4426397,2,638.537092524493,295.85003995440354
4426397,2,531.4856418309212,271.23710253732185
4426397,1,618.8447608443532,121.71650761903166
4426403,0,601.5656433137854,551.3514055004665
4426403,2,608.6142813783603,223.54350677772533
4426403,2,799.9328964506587,279.2804629442001
4426403,1,646.4142549200601,339.71353526385303
4426412,0,568.0026002731582,533.9527189840027
4426412,2,459.822241379708,404.28889877195513
4426412,2,645.6900342834165,370.7355679864876
4426412,1,548.046974095754,493.9656965494568
4426414,2,555.258713404199,367.9116841278139
4426414,2,728.4388995677614,320.761599196296
4426414,0,657.6174905032219,525.1209123133575
4426414,1,640.2371405287654,457.3107216662308
4426418,0,579.6461668350964,678.7814431170058
4426418,2,520.6256010472248,579.3408061703941
4426418,2,687.5784175028509,570.444563730485
4426419,0,690.6527298492205,476.5782620231789
4426419,2,614.5343748154546,311.24195801083675
4426419,2,795.7211791749352,308.27654386420045
4426422,0,569.188010247004,642.2092828479477
4426422,2,655.853392746433,429.7070151093977
4426422,2,495.338197587692,460.8020781218323
4426427,0,609.5594567875537,646.2973235572778
4426427,2,687.2521775403706,289.2790824963263
4426427,2,497.1691307409811,324.8640522559625
4426432,0,689.796219324026,665.1833390831191
