image_id,category_id,x,y
4595862,3046,426.6431953811542,606.6879894641764
4595862,3048,250.29436818605095,376.5209523370702
4595862,3048,548.9065984880174,337.73349658383296
4595862,3047,368.54537706163984,366.4310378376362
4595865,3048,751.3472740477323,365.9144023440434
4595865,3048,595.5328316345696,393.7512208559765
4595865,3047,632.8633782801875,448.99014760289333
4595865,3046,671.9074271123426,542.4851148000746
4595870,3046,679.8173499934449,552.6724537542297
4595870,3048,585.3541931304494,345.9478673191079
4595870,3048,783.2943144193117,399.96321731870944
4595870,3047,691.6424624845039,382.19042473819536
4595882,3048,635.5146501459637,227.34781342866657
4595882,3048,461.70734330205977,210.52775147603074
4595882,3047,523.380903795058,422.46053207924257
4595882,3046,505.43950437891306,496.4688046708405
4595889,3048,774.7661345425181,426.1233616994844
4595889,3048,555.3239331635506,422.5454997204795
4595889,3046,625.8078141499473,641.3516367476241
4595889,3047,653.5163674762409,448.7434002111933
4595898,3048,887.4156677962789,141.9567764062282
4595898,3048,717.5377617751998,169.16514739112387
4595898,3046,815.545928190244,354.9835880906061
4595898,3047,773.1514801902415,307.2802436827542
4595901,3046,599.132344318494,639.0227989670727
4595901,3048,668.9923930892152,525.0139924605895
4595901,3048,520.3254756539145,548.9749119412038
4595901,3047,553.245364922174,503.05788766045106
4595909,3048,592.6704237637549,540.9873001947182
4595909,3048,750.1519348364936,541.5953369170069
4595909,3047,628.5445903787803,585.9820176440721
4595909,3046,670.2583844875388,543.9425563225275
4595931,3048,531.2382153383415,284.42519015183717
4595931,3048,750.2657327078496,402.98052529146145
4595931,3046,506.5250402669285,400.6067452330233
4595931,3047,486.3565779587729,363.59229672594006
4595934,3046,659.778306362542,702.2386830381622
4595934,3048,594.2541962121078,477.30909150662217
4595934,3048,722.9252281126786,465.98561025592346
4595934,3047,600.1319267747953,543.9839810562611
4595947,3048,503.75115983522977,591.3109909218913
4595947,3048,663.7990524967164,594.1818051400345
4595947,3047,600.6411396975648,561.8851451859229
4595947,3046,575.0373588173866,706.9813253794966
4595964,3046,602.69109573714,490.5114920811201
4595964,3048,587.1805509481543,310.8099901788802
4595964,3048,796.7193274976514,350.0487154452785
4595964,3047,628.1116226776851,335.22714941795175
4595968,3048,442.66103484688506,331.1510031678986
4595968,3048,610.9398099260825,331.8268215417107
4595968,3046,505.51214361140455,524.4350580781415
4595996,3046,626.5891653961955,503.38902692885847
4595996,3048,572.7230890860906,281.9413903444864
4595996,3048,746.2100419136682,284.13238515631565
4595996,3047,653.354784313397,310.5947310923335
4596001,3046,702.1752903907078,625.8078141499473
4596001,3048,588.6378035902853,534.5723336853221
4596001,3048,802.1964097148892,500.7814149947202
4596001,3047,683.2523759239707,533.220696937698
4596004,3048,570.3907074973603,491.3199577613517
4596004,3048,794.0865892291448,483.8859556494193
4596004,3046,683.2523759239706,537.2756071805702
4596009,3046,636.5598936992225,499.8156682433187
4596009,3047,652.9003986279154,418.9731701750485
4596009,3048,600.0787509658649,353.6111504602769
4596009,3048,732.522843545797,354.47117703547127
4596011,3048,536.8423260224064,190.7685407267576
4596011,3048,842.076602392667,197.6757364749742
4596011,3047,728.2207124348605,438.29900906621486
4596011,3046,751.6961536632742,547.4598107783386
4596025,3047,763.7355937949234,179.92862309667382
4596025,3046,688.1614882108843,540.2369172774538
4596025,3048,865.3269627009232,267.60849294084056
4596025,3048,636.1998671240282,276.20875869278416
4596035,3048,567.1559372978884,260.3737015462457
4596035,3048,754.24787669844,282.4456086222231
4596035,3047,633.0473289970179,300.98809245405016
4596035,3046,646.5163941117478,445.83716007084973
4596038,3046,394.8924260696064,595.2786180898931
4596038,3048,518.7362528975948,425.8533827766033
4596038,3048,312.3298748509475,437.89375482932456
4596038,3047,413.81301072388237,459.39441920918364
4596046,3047,620.9520677763153,566.2859607976311
4596046,3048,711.3415064175014,555.2805868207106
4596046,3048,531.9706733423744,561.9689907658848
4596046,3046,632.5111958970112,724.0034075933045
4596061,3047,626.4836325237595,419.0073917634636
4596061,3048,562.9567053854278,308.1731784582894
4596061,3048,766.3780359028513,347.37064413938754
4596061,3046,642.0274551214363,594.0443505807815
4596066,3046,456.8418711064294,570.6059514190408
4596066,3048,359.9396684920895,361.9221119992927
4596066,3048,522.2863710350217,357.06143228243843
4596066,3047,470.5114159345842,418.79929446209974
4596077,3046,638.6162162162161,488.47567567567563
4596077,3047,666.1,306.50810810810805
4596077,3048,745.1675675675674,300.281081081081
4596077,3048,594.1432432432432,289.21081081081076
4596089,3048,592.969863619442,254.0190157100863
4596089,3048,786.9079488094586,245.1227732701774
4596089,3046,663.1963699592542,472.79173929670856
4596089,3047,618.5903175495698,307.60636899261823
4596099,3046,608.4347419185248,536.000054368265
4596099,3048,718.4256556391636,284.8924297007266
4596099,3048,573.7951798213213,322.50246886688853
4596099,3047,551.0775547641837,480.72316266919063
4596105,3046,747.1547639387044,503.12616716990493
4596105,3047,721.0708422556372,238.86094806811496
4596105,3048,667.1400918115677,268.7649119866805
4596105,3048,850.1061446590302,272.3234089626442
4596107,3047,763.0047970621914,335.8206496294583
4596107,3046,702.27027027027,539.6756756756756
4596107,3048,688.2405405405405,244.92972972972976
4596107,3048,862.5972972972972,286.4432432432433
4596125,3048,631.8901795142557,337.90918690601904
4596125,3048,804.2238648363254,318.3104540654699
4596125,3047,702.1752903907078,388.59556494192185
4596125,3046,692.0380147835272,548.0887011615628
4596127,3046,592.8639058877906,472.1054464665634
4596127,3048,393.0631162300578,204.98129204553248
4596127,3048,546.4787283291456,159.02897427056985
4596127,3047,505.3013984235011,261.38345871134436
4596132,3048,811.047057467711,295.53845174322527
4596132,3048,625.7954000718855,305.0081850286349
4596132,3047,731.9112988384375,296.6842661034847
4596132,3046,720.4223864836326,404.81520591341075
4596162,3047,518.2757731614048,469.9084904071259
4596162,3048,492.6640746977846,321.11101557926685
4596162,3048,636.5405405405405,332.79999999999995
4596162,3046,535.5243243243243,559.7405405405406
4596170,3046,616.2138051792444,706.4610099662874
4596170,3048,567.2095273613459,526.1653086831507
4596170,3048,773.5759843338597,531.2387116288753
4596170,3047,679.0071589719591,559.5527935184615
4596179,3048,864.8648648648648,206.87567567567564
4596179,3048,615.7837837837837,260.84324324324325
4596179,3047,742.3999999999999,166.55405405405403
4596179,3046,761.7729729729729,386.76756756756754
4596182,3048,759.329272788951,350.7203933088925
4596182,3048,573.4723860085999,357.3197707356773
4596182,3046,646.7753100935448,516.0822433782978
4596182,3047,620.1171976334656,468.9588944808781
4596194,3046,414.42854323371375,450.41526743926926
4596194,3048,326.21446386022455,243.54051873388244
4596194,3048,519.4264826051814,260.55289774287235
4596194,3047,438.73919930540075,210.00182868758804
4596216,3046,674.144093585822,737.6073447162892
4596216,3048,566.7249668067236,577.8443592653978
4596216,3048,772.6743047605416,554.9163391131209
4596216,3047,639.9459698320728,588.1183330689887
4596235,3047,480.6700332021239,548.3525596957835
4596235,3048,601.5083377786705,503.4256648948153
4596235,3048,438.6755672640526,512.174888385153
4596235,3046,514.526944621185,591.1841426501392
4596237,3046,494.6747079921359,457.59145533185676
4596237,3048,465.0932445212792,327.64704827297663
4596237,3048,580.5918110580852,338.8053358343508
4596237,3047,467.4715593698537,376.37115096513
4596252,3047,678.7777953776617,562.4469786837943
4596252,3048,645.8800749485365,353.3463462588353
4596252,3048,810.889678191848,366.2090102087594
4596252,3046,713.1334321724252,548.858838297681
4596268,3046,530.3257720775538,537.5969916083238
4596268,3047,549.7156908262737,520.0248777422964
4596268,3048,475.79162559677934,350.96902365189567
4596268,3048,702.2702702702702,366.0108108108108
4596275,3046,446.88379826150293,658.4315812306169
4596275,3048,357.77891751464506,438.4870096739113
4596275,3048,551.8119104089366,418.8226555030197
4596275,3047,424.55452462061345,503.8872884794415
4596276,3047,596.5073088158778,499.96650362142884
